Restaurant,Latitude,Longitude,Address,PlaceID,URL,AverageExposure,Stars,ZIP,Count,White,ofWhite,DWN,WN,Black,ofBlack,BN,AmericanIndaian,ofAI,AIN,Asian,ofAisan,AN,NativeHawiian,ofNativeHawiian,NHN,Edu,ofEDU,HED,Unemployment,HUne,Wealth,HWe,Attraction,Hotspot
Nola Caye,29.945067,-90.0744964,"898 Baronne St, New Orleans, LA 70113, United States",ChIJJxk3AHamIIYRnH_K7l9Qvh8,/biz/nola-caye-new-orleans?osq=Restaurants,0.225112587591525,4.6,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
Maypop Restaurant,29.9490234,-90.0748027,"611 O'Keefe Ave, New Orleans, LA 70113, United States",ChIJ21WPj9-lIIYRPdZ4_ZvBftQ,/biz/maypop-restaurant-new-orleans?osq=Restaurants,0.178748746151257,4.2,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
Willa Jean,29.9483183,-90.0750983,"611 O'Keefe Ave, New Orleans, LA 70113, United States",ChIJMfQiid-lIIYRiW0km1nb_Lo,/biz/willa-jean-new-orleans?osq=Restaurants,0.233653472951963,4.3,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
La Vie En Rose Cafe,29.9355909,-90.0691731,"1420 Annunciation St #2117, New Orleans, LA 70130, United States",ChIJ0dTWOmWlIIYR2ujJ2qcfwDQ,/biz/la-vie-en-rose-cafe-new-orleans?osq=Restaurants,0.0449014462671587,5.0,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,0
Commons Club,29.948945,-90.0731349,"550 Baronne St, New Orleans, LA 70113, United States",ChIJa8O1_4ynIIYRIBpUJ40CmcA,/biz/commons-club-new-orleans?osq=Restaurants,0.0511278361949933,3.9,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
Heard Dat Kitchen,29.9438909,-90.0862855,"2520 Felicity St, New Orleans, LA 70113, United States",ChIJYc59isSlIIYRN_lgq1DiFsA,/biz/heard-dat-kitchen-new-orleans?osq=Restaurants,0.153022740724669,4.4,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,0
Tava Indian Street Food,29.9483619,-90.0753458,"611 O'Keefe Ave Unit 8, New Orleans, LA 70113, United States",ChIJ3-yLfSqnIIYRWlOEO6sulVc,/biz/tava-indian-street-food-new-orleans?osq=Restaurants,0.148601561069852,4.1,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
District All Day Delicious,29.9483883,-90.0754647,"611 O'Keefe Ave C7, New Orleans, LA 70113, United States",ChIJaQ6NuamlIIYRV0fkd8QhAok,/biz/district-all-day-delicious-new-orleans?osq=Restaurants,0.0565213013538477,4.2,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
Baronne Bistro,29.9484438,-90.0731985,"616 Baronne St, New Orleans, LA 70113, United States",ChIJ1aXfLs6nIIYR_5L4wY6_X0s,/biz/baronne-bistro-new-orleans-2?osq=Restaurants,0.0922093416359927,4.7,70113,9,1711,19.9,0,0,5860,68.2,1,0,0.0,0,91,1.1,0,0,0.0,0,537,41.1,1,11.2,1,25142,0,0,1
Dry Dock Cafe,29.9520623,-90.054754,"133 Delaronde St, New Orleans, LA 70114, United States",ChIJeeWDlD-mIIYRo49xci7p9Fw,/biz/dry-dock-cafe-new-orleans?osq=Restaurants,0.141836258036242,3.7,70114,3,4648,19.6,0,0,18140,76.7,1,92,0.4,1,99,0.4,0,0,0.0,0,805,19.1,0,10.9,1,33490,0,0,0
The Appetite Repair Shop,29.9520204,-90.0489086,"400 Vallette St, New Orleans, LA 70114, United States",ChIJMWF_YTimIIYRLCrrU2ZbX_8,/biz/the-appetite-repair-shop-new-orleans?osq=Restaurants,0.135963533636923,4.1,70114,3,4648,19.6,0,0,18140,76.7,1,92,0.4,1,99,0.4,0,0,0.0,0,805,19.1,0,10.9,1,33490,0,0,0
Barracuda,29.9533104,-90.0513595,"446 Pelican Ave, New Orleans, LA 70114, United States",ChIJLfiPqGOnIIYRpZexbV6Cztk,/biz/barracuda-new-orleans-3?osq=Restaurants,0.127917575294548,4.4,70114,3,4648,19.6,0,0,18140,76.7,1,92,0.4,1,99,0.4,0,0,0.0,0,805,19.1,0,10.9,1,33490,0,0,0
Costera,29.9243955,-90.1088308,"4938 Prytania St, New Orleans, LA 70115, United States",ChIJkfGbB8SlIIYRPdf7FmPvNHI,/biz/costera-new-orleans?osq=Restaurants,0.133590193005578,4.2,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Shaya,29.9210475,-90.0995441,"4213 Magazine St, New Orleans, LA 70115, United States",ChIJi5-8kE6kIIYRzZQnABsIYSA,/biz/shaya-new-orleans-2?osq=Restaurants,0.152086918228326,4.0,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Atchafalaya Restaurant,29.921292,-90.0878104,"901 Louisiana Ave, New Orleans, LA 70115, United States",ChIJC8nSXDGkIIYRErGwcVpRxTU,/biz/atchafalaya-restaurant-new-orleans?osq=Restaurants,0.194389399272769,4.4,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Pomelo NOLA,29.9211388,-90.0984265,"4113 Magazine St, New Orleans, LA 70115, United States",ChIJxRfAaj-lIIYRntxxw45WAzE,/biz/pomelo-nola-new-orleans?osq=Restaurants,0.134042851175337,4.2,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Dat Dog,29.9636056,-90.0576806,"601 Frenchmen St, New Orleans, LA 70116, United States",ChIJcZEGOhimIIYR6vv03wETdUY,/biz/dat-dog-new-orleans-7?osq=Restaurants,0.138205180108419,4.5,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,1
Joey K's Restaurant & Bar,29.9250792,-90.084843,"3001 Magazine St, New Orleans, LA 70115, United States",ChIJDY3RiDKkIIYRaGdEre9MSjI,/biz/joey-ks-restaurant-and-bar-new-orleans?osq=Restaurants,0.13094045396325,3.9,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Coquette,29.9260416,-90.0825785,"2800 Magazine St, New Orleans, LA 70115, United States",ChIJ8dFCFi2kIIYR5cXQfaTpL-g,/biz/coquette-new-orleans?osq=Restaurants,0.187470712472311,4.6,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Saba,29.9216298,-90.1186022,"5757 Magazine St, New Orleans, LA 70115, United States",ChIJF3ekTbulIIYRBAWkkikTnDE,/biz/saba-new-orleans?osq=Restaurants,0.137129841369066,5.0,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
LUVI Restaurant,29.9163156,-90.1121792,"5236 Tchoupitoulas St, New Orleans, LA 70115, United States",ChIJVVVFAPikIIYR4TwYAKHpofs,/biz/luvi-restaurant-new-orleans?osq=Restaurants,0.051778421561768,3.8,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Queen Trini Lisa,29.9714037,-90.1063609,"4200 D'Hemecourt St, New Orleans, LA 70119, United States",ChIJyVnuQCymIIYRM9kIbDf-fIE,/biz/queen-trini-lisa-new-orleans-4?osq=Restaurants,0.129414340810259,3.9,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Mister Mao,29.9170985,-90.1024788,"4501 Tchoupitoulas St, New Orleans, LA 70115, United States",ChIJw8R9X8-lIIYRnSkqd2W75bU,/biz/mister-mao-new-orleans?osq=Restaurants,0.13258311342991,3.8,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Bearcat Cafe,29.9452615,-90.0733542,"845 Carondelet St, New Orleans, LA 70130, United States",ChIJfXqbTQOnIIYR7WZ9E_KbqVU,/biz/bearcat-cafe-new-orleans-3?osq=Restaurants,0.147446481706657,4.3,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,1
The Vintage,29.924333,-90.086037,"3121 Magazine St, New Orleans, LA 70115, United States",ChIJVVV5UTKkIIYRM59SGJilwMA,/biz/the-vintage-new-orleans-2?osq=Restaurants,0.114067668905174,4.5,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Arabella Casa Di Pasta,29.9685686,-90.0549801,"2258 St Claude Ave, New Orleans, LA 70117, United States",ChIJYWkH9SGmIIYRkBJ1ACL8WO4,/biz/arabella-casa-di-pasta-new-orleans-2?osq=Restaurants,0.021239598443528,4.0,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Toast,29.9864379,-90.0764189,"1845 Gentilly Blvd, New Orleans, LA 70119, United States",ChIJv8OGZU2vIIYRhVVaLvqQK3w,/biz/toast-new-orleans-2?osq=Restaurants,0.0762855173648647,4.1,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Nomiya,29.9204574,-90.1032111,"4518 Magazine St, New Orleans, LA 70115, United States",ChIJn870jU6kIIYRDUvgphVkZ5s,/biz/nomiya-new-orleans?osq=Restaurants,0.0042386246612425,4.3,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
Trilly Cheesesteaks,29.9674752,-90.1019385,"3735 Ulloa St, New Orleans, LA 70119, United States",ChIJ_2aRCqmvIIYRt9dxf99zxhQ,/biz/trilly-cheesesteaks-new-orleans?osq=Restaurants,0.0042189463692342,4.3,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
The Delachaise,29.9275388,-90.0926069,"3442 St Charles Ave, New Orleans, LA 70115, United States",ChIJcasRTDWkIIYRADEmOLNcfuA,/biz/the-delachaise-new-orleans?osq=Restaurants,0.046775827044087,4.2,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
BOIL Seafood House,29.9229881,-90.0886166,"3340 Magazine St, New Orleans, LA 70115, United States",ChIJm_849jOkIIYRDoz3cFpSH6U,/biz/boil-seafood-house-new-orleans?osq=Restaurants,0.0426540570322267,4.4,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
The Rum House,29.9241093,-90.086057,"3128 Magazine St, New Orleans, LA 70115, United States",ChIJETttTjKkIIYRfnaTcqDqbnw,/biz/the-rum-house-new-orleans?osq=Restaurants,0.127063800473716,3.8,70115,20,23892,68.6,1,1,8927,25.6,0,163,0.5,1,536,1.5,0,17,0.0,0,4988,73.1,1,5.4,1,77961,1,0,0
The Marigny Brasserie,29.9644171,-90.0579069,"640 Frenchmen St, New Orleans, LA 70116, United States",ChIJwSSTThimIIYR6UdTKmXtlYg,/biz/the-marigny-brasserie-new-orleans?osq=Restaurants,0.038539121312875,3.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Dian Xin,29.9609841,-90.0588832,"1218 Decatur St, New Orleans, LA 70116, United States",ChIJFa5I9EmnIIYRjHdE_uXUMlg,/biz/dian-xin-new-orleans?osq=Restaurants,0.148548415362876,4.6,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Dian Xin,29.9609841,-90.0588832,"1218 Decatur St, New Orleans, LA 70116, United States",ChIJFa5I9EmnIIYRjHdE_uXUMlg,/biz/dian-xin-new-orleans-9?osq=Restaurants,0.154678253828699,4.3,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
NOLA Poboys,29.960406,-90.063885,"908 Bourbon St, New Orleans, LA 70116, United States",ChIJ4byyRxCmIIYROLZwicJz86E,/biz/nola-poboys-new-orleans-2?osq=Restaurants,0.16032605325809,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
The Original French Market Restaurant and Bar,29.9592793,-90.060762,"1001 Decatur St, New Orleans, LA 70116, United States",ChIJXfNOKxGmIIYRGjEUZcolHbU,/biz/the-original-french-market-restaurant-and-bar-new-orleans-2?osq=Restaurants,0.0255054610196471,3.7,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Cafe Fleur De Lis,29.9544805,-90.0665752,"307 Chartres St, New Orleans, LA 70130, United States",ChIJ2ybOvA2mIIYRMRjz-wyjyu4,/biz/cafe-fleur-de-lis-new-orleans-2?osq=Restaurants,0.176760491527181,3.9,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
The Yard,29.9218098,-90.0763238,"405 Third St, New Orleans, LA 70130, United States",ChIJSSIZhimkIIYRRkEKL0aQsPM,/biz/the-yard-new-orleans?osq=Restaurants,0.12061024223533,3.6,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
HORN'S EATERY,29.9636766,-90.0529843,"2440 Chartres St, New Orleans, LA 70117, United States",ChIJ-XcelHGnIIYRgNwbTzaDPko,/biz/horns-eatery-new-orleans?osq=Restaurants,0.131908862532737,4.1,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Adolfo's,29.9638397,-90.0576903,"611 Frenchmen St, New Orleans, LA 70117, United States",ChIJQ09fNximIIYRIa-hinY7Cww,/biz/adolfos-new-orleans?osq=Restaurants,0.147040202199153,3.6,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Stanley,29.9503038,-90.0713499,"701 Poydras St #365, New Orleans, LA 70139, United States",ChIJAbFB55vaXhQRlfVRijzkXjk,/biz/stanley-new-orleans?osq=Restaurants,0.134182751955112,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Rampart Treehouse,29.9611438,-90.0675479,"740 N Rampart St, New Orleans, LA 70116, United States",ChIJaxjesumnIIYR3T4zWdxMf9o,/biz/rampart-treehouse-new-orleans-3?osq=Restaurants,0.171374338112362,4.2,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Irene's,29.9541372,-90.0660975,"529 Bienville St, New Orleans, LA 70130, United States",ChIJ1wVw2BCmIIYRXIt4JRHuWp0,/biz/irenes-new-orleans?osq=Restaurants,0.198149136653601,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Today's Cajun Seafood,29.967372,-90.0619562,"1700 McShane Pl, New Orleans, LA 70116, United States",ChIJV4ZZc6ioIIYRmTS02QrJF54,/biz/todays-cajun-seafood-new-orleans?osq=Restaurants,0.123060710360769,3.9,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Po-Breaux's,29.9637478,-90.0579431,"608 Frenchmen St, New Orleans, LA 70116, United States",ChIJCSoBbpOnIIYR2ja2GCFXvDQ,/biz/po-breauxs-new-orleans?osq=Restaurants,0.135657707433885,4.1,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Monty's on the Square,29.9576883,-90.0620614,"801 Decatur St, New Orleans, LA 70116, United States",ChIJM0lEaRGmIIYR3aJaNIARXHs,/biz/montys-on-the-square-new-orleans?osq=Restaurants,0.0650743696316787,3.8,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Three Muses,29.9632806,-90.0578583,"536 Frenchmen St, New Orleans, LA 70116, United States",ChIJYbYLMBimIIYR_jUx5ds4Quo,/biz/three-muses-new-orleans?osq=Restaurants,0.177084459443507,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Bennachin Restaurant,29.9622141,-90.0608957,"1212 Royal St, New Orleans, LA 70116, United States",ChIJnVHRrhCmIIYRoULesthCXJA,/biz/bennachin-restaurant-new-orleans?osq=Restaurants,0.0211861416546221,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Zhang Bistro,29.9606926,-90.0595145,"1141 Decatur St, New Orleans, LA 70116, United States",ChIJazvNW3anIIYRc3iM-iXJCfw,/biz/zhang-bistro-new-orleans?osq=Restaurants,0.103709274839384,4.8,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
The New Orleans Vampire Cafe,29.9590251,-90.0640341,"801 Royal St, New Orleans, LA 70116, United States",ChIJ57-rtxGmIIYRnJBZSrGhJmk,/biz/the-new-orleans-vampire-cafe-new-orleans?osq=Restaurants,0.169598687272755,4.1,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
French Toast,29.951152,-90.070007,"312 St Charles Ave, New Orleans, LA 70130, United States",ChIJ1VMVN_SnIIYR41ziI7hLs64,/biz/french-toast-new-orleans?osq=Restaurants,0.141859869142757,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Cafe Sbisa,29.959473,-90.060654,"1011 Decatur St, New Orleans, LA 70116, United States",ChIJJa_j1BamIIYRwjQvz7DNtoQ,/biz/cafe-sbisa-new-orleans?osq=Restaurants,0.171654937100596,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Doris Metropolitan,29.9569642,-90.0640581,"620 Chartres St, New Orleans, LA 70130, United States",ChIJw-JSixGmIIYR0_4fo_kybQw,/biz/doris-metropolitan-new-orleans?osq=Restaurants,0.104705807211858,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Li'l Dizzy's Cafe,29.9686669,-90.0678635,"1500 Esplanade Ave, New Orleans, LA 70116, United States",ChIJx-G9gwOmIIYR9RpVeoJe0Gg,/biz/lil-dizzys-cafe-new-orleans?osq=Restaurants,0.058487468458714,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Budsi's Authentic Thai,29.9671824,-90.0615693,"1760 N Rampart St, New Orleans, LA 70116, United States",ChIJV7hGT4inIIYRc0agN8LwFAM,/biz/budsis-authentic-thai-new-orleans-2?osq=Restaurants,0.055158745363848,3.7,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Frenchmen All Day,29.9642833,-90.0578883,"630 Frenchmen St, New Orleans, LA 70116, United States",ChIJVY1EiFqnIIYR25ZLTOhOdrQ,/biz/frenchmen-all-day-new-orleans-2?osq=Restaurants,0.155475815402319,4.2,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Gumbo Shop,29.9576883,-90.064524,"630 St Peter, New Orleans, LA 70116, United States",ChIJ7SpQ6RGmIIYRsuU_zP71sBI,/biz/gumbo-shop-new-orleans-2?osq=Restaurants,0.210946062967206,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Buffa's Bar & Restaurant,29.9654359,-90.0625485,"1001 Esplanade Ave, New Orleans, LA 70116, United States",ChIJCy9LUxqmIIYRF1wcRNHVy6E,/biz/buffas-restaurant-and-lounge-new-orleans?osq=Restaurants,0.129945242842072,4.1,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Manolito,29.9584299,-90.0617673,"508 Dumaine St, New Orleans, LA 70116, United States",ChIJ__8UPhGmIIYRHnHSYbF8mu4,/biz/manolito-new-orleans-2?osq=Restaurants,0.142155557409737,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
30/90 NOLA,29.9627521,-90.0577798,"520 Frenchmen St, New Orleans, LA 70116, United States",ChIJgSeCJRimIIYRBdOU_x_Vt3E,/biz/30-90-nola-new-orleans?osq=Restaurants,0.179290505818711,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
El Gato Negro,29.9608767,-90.0584852,"81 French Market Pl, New Orleans, LA 70116, United States",ChIJFd0XCxemIIYRKE7ltduYe1A,/biz/el-gato-negro-new-orleans?osq=Restaurants,0.034065048016927,5.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Port Of Call,29.9644358,-90.0617247,"838 Esplanade Ave, New Orleans, LA 70116, United States",ChIJ6ZxTOBqmIIYRYjp6qTmAmKQ,/biz/port-of-call-new-orleans-2?osq=Restaurants,0.157014569083845,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Tableau,29.9575154,-90.0642051,"616 St Peter, New Orleans, LA 70116, United States",ChIJA-r3jBGmIIYRSU0d0aPyNnE,/biz/tableau-new-orleans?osq=Restaurants,0.156573586376514,4.4,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Cane and Table,29.9602118,-90.0598141,"1113 Decatur St, New Orleans, LA 70116, United States",ChIJF_nVIhemIIYRokDd0QN2HFc,/biz/cane-and-table-new-orleans-2?osq=Restaurants,0.117843030621226,4.8,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Crescent City Pizza Works,29.9564652,-90.0676722,"407 Bourbon St, New Orleans, LA 70130, United States",ChIJhWfhKgymIIYRZyeAuviuFu8,/biz/crescent-city-pizza-works-new-orleans?osq=Restaurants,0.13462673206203,3.9,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Effervescence,29.9634452,-90.0654254,"1036 N Rampart St, New Orleans, LA 70116, United States",ChIJgaftTAWmIIYRu2ecNuhmQ5U,/biz/effervescence-new-orleans?osq=Restaurants,0.0085674829491296,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
Saint John,29.9602606,-90.0597697,"1117 Decatur St, New Orleans, LA 70116, United States",ChIJc7iO662nIIYRmGQ4ohaOxdo,/biz/saint-john-new-orleans?osq=Restaurants,0.163078442480831,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Coop's Place,29.9601557,-90.0598518,"1109 Decatur St, New Orleans, LA 70116, United States",ChIJ46iuJRemIIYRu9A0CFzIAHg,/biz/coops-place-new-orleans?osq=Restaurants,0.0554404174682563,4.0,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Muriel's Jackson Square,29.9584308,-90.063219,"801 Chartres St, New Orleans, LA 70116, United States",ChIJaS5FoBGmIIYRTXOjqm3XxI0,/biz/muriels-jackson-square-new-orleans?osq=Restaurants,0.17048735887245,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Café Amelie,29.9599163,-90.0629618,"900 Royal St, New Orleans, LA 70116, United States",ChIJITpR_xCmIIYRHDBJmP3UXZg,/biz/caf%C3%A9-amelie-new-orleans-2?osq=Restaurants,0.971030991785717,4.3,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,1
Fritai,29.9638081,-90.0719561,"1535 Basin St, New Orleans, LA 70116, United States",ChIJze1Ka-WnIIYRnn1YC_3S68Y,/biz/fritai-new-orleans?osq=Restaurants,0.143178440402281,4.5,70116,45,"6,099",51.0,1,1,"5,299",44.3,0,6,0.1,0,37,0.3,0,0,0.0,0,"1,008",45.9,1,11.4,1,36842,0,1,0
